date,air_carrier,air_taxi,general_aviatiion,military,itinerant_total,local_civil,local_military,local_total,total_operations
3/19/21,"35,669","19,213","43,899","4,729","103,510","43,308","3,283","46,591","150,101"
3/20/21,"31,932","15,170","45,330","1,887","94,319","39,941","1,003","40,944","135,263"
3/21/21,"33,768","14,575","41,742","1,537","91,622","32,678",752,"33,430","125,052"
3/22/21,"33,416","16,646","37,374","3,958","91,394","38,663","4,731","43,394","134,788"
3/23/21,"32,599","15,943","37,090","4,824","90,456","41,087","3,908","44,995","135,451"
3/24/21,"33,020","17,561","36,258","5,149","91,988","38,337","3,868","42,205","134,193"
3/25/21,"36,066","17,266","32,544","4,872","90,748","34,435","4,111","38,546","129,294"
3/26/21,"36,033","17,650","41,973","4,327","99,983","42,044","3,101","45,145","145,128"
3/27/21,"32,037","15,670","43,661","2,022","93,390","40,740","1,069","41,809","135,199"
3/28/21,"34,015","14,357","31,267","1,378","81,017","24,006",606,"24,612","105,629"
3/29/21,"33,805","16,761","38,194","4,316","93,076","39,224","3,717","42,941","136,017"
3/30/21,"32,750","16,437","40,160","5,511","94,858","39,617","4,637","44,254","139,112"
3/31/21,"33,142","17,615","37,492","4,484","92,733","39,091","4,522","43,613","136,346"
4/1/21,"36,323","18,637","42,042","5,518","102,520","38,338","4,838","43,176","145,696"
4/2/21,"36,281","18,612","45,764","3,219","103,876","41,907","2,568","44,475","148,351"
4/3/21,"32,120","15,256","44,381",935,"92,692","38,382",735,"39,117","131,809"
4/4/21,"33,869","14,154","31,573",710,"80,306","25,918",346,"26,264","106,570"
4/5/21,"34,640","19,173","43,152","4,434","101,399","42,192","4,752","46,944","148,343"
4/6/21,"32,653","18,584","44,549","5,595","101,381","47,643","5,668","53,311","154,692"
4/7/21,"33,268","18,423","45,409","5,324","102,424","48,034","4,721","52,755","155,179"
4/8/21,"36,999","18,509","43,880","5,736","105,124","43,464","5,283","48,747","153,871"
4/9/21,"36,344","18,195","41,062","3,872","99,473","39,414","2,853","42,267","141,740"
4/10/21,"32,398","14,739","34,984","2,011","84,132","32,650","1,064","33,714","117,846"
4/11/21,"32,492","13,981","32,458","1,884","80,815","26,832",900,"27,732","108,547"
4/12/21,"34,103","17,894","39,094","4,892","95,983","41,628","4,476","46,104","142,087"
4/13/21,"31,599","17,116","41,178","5,635","95,528","45,801","5,817","51,618","147,146"
4/14/21,"31,886","17,714","41,128","4,916","95,644","45,351","4,205","49,556","145,200"
4/15/21,"36,380","17,537","38,906","4,959","97,782","38,536","4,375","42,911","140,693"
4/16/21,"35,969","17,291","39,244","4,203","96,707","39,049","2,977","42,026","138,733"
4/17/21,"31,572","14,026","38,323","1,575","85,496","36,929",897,"37,826","123,322"
4/18/21,"33,894","14,026","43,021","2,109","93,050","33,034",579,"33,613","126,663"
4/19/21,"33,874","16,724","39,413","4,746","94,757","43,232","4,239","47,471","142,228"
4/20/21,"31,453","16,103","38,976","5,778","92,310","39,795","5,513","45,308","137,618"
4/21/21,"31,920","16,854","38,705","5,618","93,097","41,087","4,639","45,726","138,823"
4/22/21,"36,676","19,817","43,641","5,746","105,880","45,953","5,089","51,042","156,922"
4/23/21,"35,780","18,132","41,107","4,268","99,287","41,606","3,338","44,944","144,231"
4/24/21,"31,348","13,243","34,433","1,538","80,562","37,005",603,"37,608","118,170"
4/25/21,"34,216","14,459","34,880","1,507","85,062","27,902",762,"28,664","113,726"
4/26/21,"34,166","16,960","37,062","4,673","92,861","40,064","3,994","44,058","136,919"
4/27/21,"31,410","17,308","42,616","5,299","96,633","46,629","4,411","51,040","147,673"
4/28/21,"31,697","17,000","42,843","4,816","96,356","43,978","3,677","47,655","144,011"
4/29/21,"36,605","18,253","40,652","5,379","100,889","41,060","4,674","45,734","146,623"
4/30/21,"35,956","19,090","40,750","4,002","99,798","38,566","3,031","41,597","141,395"
5/1/21,"31,457","15,238","38,066","1,868","86,629","34,429",756,"35,185","121,814"
5/2/21,"33,893","14,889","35,938","1,341","86,061","28,907",450,"29,357","115,418"
5/3/21,"33,545","15,656","32,821","3,290","85,312","36,419","2,464","38,883","124,195"
5/4/21,"31,306","16,734","36,191","4,465","88,696","41,371","4,033","45,404","134,100"
5/5/21,"32,851","18,646","44,569","4,727","100,793","47,501","3,867","51,368","152,161"
5/6/21,"37,765","19,058","47,907","5,485","110,215","48,179","4,838","53,017","163,232"
5/7/21,"37,882","19,095","46,362","4,520","107,859","44,992","3,190","48,182","156,041"
5/8/21,"33,573","14,801","39,115","1,575","89,064","36,591",932,"37,523","126,587"
5/9/21,"36,025","13,465","28,420","1,266","79,176","22,429",461,"22,890","102,066"
5/10/21,"35,868","17,151","36,387","3,969","93,375","42,720","3,541","46,261","139,636"
5/11/21,"34,342","17,196","40,438","4,111","96,087","43,632","3,810","47,442","143,529"
5/12/21,"35,357","18,612","45,038","5,521","104,528","47,750","4,769","52,519","157,047"
5/13/21,"38,868","19,461","51,245","5,741","115,315","50,883","5,146","56,029","171,344"
5/14/21,"38,375","19,205","51,344","4,833","113,757","49,331","4,119","53,450","167,207"
5/15/21,"33,641","14,504","41,629","1,950","91,724","38,835",975,"39,810","131,534"
5/16/21,"35,839","14,612","36,081","1,641","88,173","28,096",680,"28,776","116,949"
5/17/21,"36,630","16,641","37,581","4,507","95,359","42,509","4,085","46,594","141,953"
5/18/21,"35,289","17,166","38,683","5,287","96,425","39,173","4,279","43,452","139,877"
5/19/21,"35,914","18,206","41,197","4,745","100,062","41,592","4,343","45,935","145,997"
5/20/21,"39,237","18,675","41,920","5,539","105,371","40,009","4,533","44,542","149,913"
5/21/21,"38,777","18,327","40,548","4,908","102,560","36,587","3,316","39,903","142,463"
5/22/21,"34,253","14,394","38,263","1,905","88,815","34,837","1,078","35,915","124,730"
5/23/21,"36,640","15,095","38,066","1,954","91,755","29,914",591,"30,505","122,260"
5/24/21,"36,819","17,952","41,657","4,495","100,923","44,705","4,031","48,736","149,659"
5/25/21,"35,751","18,833","43,553","5,623","103,760","47,521","5,618","53,139","156,899"
5/26/21,"36,128","19,708","48,017","5,052","108,905","49,486","4,407","53,893","162,798"
5/27/21,"39,768","21,366","50,115","4,616","115,865","47,523","3,769","51,292","167,157"
5/28/21,"39,132","19,143","42,345","1,650","102,270","39,112","1,115","40,227","142,497"
5/29/21,"34,327","13,821","33,248",670,"82,066","30,977",188,"31,165","113,231"
5/30/21,"35,018","12,869","29,516",671,"78,074","25,459",208,"25,667","103,741"
5/31/21,"35,974","16,179","39,593",690,"92,436","32,232",485,"32,717","125,153"
6/1/21,"35,101","19,088","44,575","4,715","103,479","48,974","3,997","52,971","156,450"
6/2/21,"37,613","18,672","45,130","5,194","106,609","48,687","4,512","53,199","159,808"
6/3/21,"40,290","19,875","39,966","4,548","104,679","43,293","4,344","47,637","152,316"
6/4/21,"41,113","19,251","42,755","4,797","107,916","42,269","3,144","45,413","153,329"
6/5/21,"37,051","15,609","39,291","2,082","94,033","34,828","1,333","36,161","130,194"
6/6/21,"39,378","15,176","36,523","1,862","92,939","28,809",787,"29,596","122,535"
6/7/21,"39,154","17,688","35,644","4,362","96,848","39,634","4,127","43,761","140,609"
6/8/21,"39,718","18,958","40,633","4,786","104,095","45,315","5,041","50,356","154,451"
6/9/21,"40,149","19,962","45,329","4,710","110,150","48,768","4,243","53,011","163,161"
6/10/21,"42,292","20,965","48,660","4,890","116,807","48,854","4,405","53,259","170,066"
6/11/21,"42,282","20,157","45,812","4,370","112,621","43,377","3,520","46,897","159,518"
6/12/21,"37,723","16,420","43,030","2,051","99,224","38,583","1,400","39,983","139,207"
6/13/21,"39,478","15,834","40,314","1,435","97,061","29,604",626,"30,230","127,291"
6/14/21,"39,945","19,115","40,380","4,593","104,033","39,340","4,077","43,417","147,450"
6/15/21,"39,507","19,835","45,809","5,300","110,451","47,001","4,996","51,997","162,448"
6/16/21,"40,478","20,911","52,294","5,517","119,200","51,723","4,816","56,539","175,739"
6/17/21,"42,612","22,142","53,065","5,499","123,318","49,268","5,030","54,298","177,616"
6/18/21,"41,958","20,914","50,800","2,234","115,906","44,335","1,141","45,476","161,382"
6/19/21,"38,038","16,560","39,865","1,027","95,490","33,506",375,"33,881","129,371"
6/20/21,"39,662","15,639","33,644","1,163","90,108","23,136",444,"23,580","113,688"
6/21/21,"39,218","18,732","35,852","3,410","97,212","34,994","3,209","38,203","135,415"
6/22/21,"40,659","20,245","42,700","4,595","108,199","45,585","3,965","49,550","157,749"
6/23/21,"41,309","20,524","50,448","5,682","117,963","48,917","5,106","54,023","171,986"
6/24/21,"42,216","21,583","47,774","5,516","117,089","45,200","4,853","50,053","167,142"
6/25/21,"42,067","20,247","42,846","5,023","110,183","38,250","3,499","41,749","151,932"
6/26/21,"37,729","16,115","34,947","1,999","90,790","30,160","1,467","31,627","122,417"
6/27/21,"39,724","16,533","37,006","1,723","94,986","26,915",597,"27,512","122,498"
6/28/21,"40,017","19,076","39,058","4,075","102,226","40,983","3,629","44,612","146,838"
6/29/21,"40,582","19,752","40,217","4,995","105,546","44,198","4,613","48,811","154,357"
6/30/21,"40,772","20,898","44,252","5,261","111,183","47,227","4,644","51,871","163,054"
7/1/21,"42,712","21,797","44,590","4,390","113,489","43,147","3,344","46,491","159,980"
7/2/21,"42,271","19,763","40,783","1,283","104,100","37,979",839,"38,818","142,918"
7/3/21,"38,239","15,520","33,025",652,"87,436","28,457",353,"28,810","116,246"
7/4/21,"36,516","12,365","24,138",537,"73,556","18,065",206,"18,271","91,827"
7/5/21,"39,354","17,338","41,239",663,"98,594","34,484",600,"35,084","133,678"
7/6/21,"38,771","20,105","38,632","4,449","101,957","41,578","3,930","45,508","147,465"
7/7/21,"41,589","20,050","38,634","4,609","104,882","42,915","4,311","47,226","152,108"
7/8/21,"43,258","19,970","40,704","5,297","109,229","43,055","4,651","47,706","156,935"
7/9/21,"42,967","20,547","42,080","4,969","110,563","41,975","3,981","45,956","156,519"
7/10/21,"39,470","17,529","41,157","1,852","100,008","37,164",970,"38,134","138,142"
7/11/21,"40,461","16,205","35,723","1,583","93,972","26,241",520,"26,761","120,733"
7/12/21,"40,883","18,670","35,120","4,311","98,984","35,687","4,420","40,107","139,091"
7/13/21,"41,917","19,484","39,994","5,303","106,698","42,083","4,713","46,796","153,494"
7/14/21,"41,706","21,314","46,564","5,591","115,175","46,821","5,488","52,309","167,484"
7/15/21,"43,826","22,494","51,141","5,589","123,050","47,141","4,549","51,690","174,740"
7/16/21,"43,397","20,718","47,050","4,224","115,389","42,742","3,419","46,161","161,550"
7/17/21,"38,282","17,079","40,784","1,536","97,681","36,448",727,"37,175","134,856"
7/18/21,"40,975","16,736","38,713","1,677","98,101","28,029",477,"28,506","126,607"
7/19/21,"41,183","19,790","41,804","4,378","107,155","42,284","4,134","46,418","153,573"
7/20/21,"42,139","20,692","44,586","5,303","112,720","46,792","4,587","51,379","164,099"
7/21/21,"42,227","21,354","47,747","5,438","116,766","51,220","4,631","55,851","172,617"
7/22/21,"43,973","23,121","54,276","5,501","126,871","50,321","4,343","54,664","181,535"
7/23/21,"43,275","20,578","50,182","4,611","118,646","42,155","3,699","45,854","164,500"
7/24/21,"39,370","16,820","43,120","2,031","101,341","34,916","1,246","36,162","137,503"
7/25/21,"40,867","16,787","39,767","1,784","99,205","27,126",645,"27,771","126,976"
7/26/21,"41,186","20,787","42,342","4,653","108,968","42,464","3,895","46,359","155,327"
7/27/21,"41,975","21,015","45,245","5,377","113,612","45,377","4,951","50,328","163,940"
7/28/21,"42,463","21,341","49,512","5,431","118,747","46,301","4,225","50,526","169,273"
7/29/21,"43,802","21,211","45,710","5,148","115,871","40,526","4,915","45,441","161,312"
7/30/21,"43,546","20,877","49,048","4,794","118,265","40,282","3,476","43,758","162,023"
7/31/21,"38,920","17,468","42,899","1,625","100,912","34,831",900,"35,731","136,643"
8/1/21,"39,539","16,978","38,435","1,496","96,448","26,139",493,"26,632","123,080"
8/2/21,"39,806","19,882","41,054","3,900","104,642","40,258","3,763","44,021","148,663"
8/3/21,"40,090","19,178","43,190","5,321","107,779","45,701","4,540","50,241","158,020"
8/4/21,"41,297","20,531","45,611","5,044","112,483","45,932","4,856","50,788","163,271"
8/5/21,"43,438","21,147","45,994","5,105","115,684","43,118","4,783","47,901","163,585"
8/6/21,"42,714","20,412","45,510","4,906","113,542","42,170","3,631","45,801","159,343"
8/7/21,"38,976","16,746","36,413","2,156","94,291","32,283","1,356","33,639","127,930"
8/8/21,"40,947","17,060","36,893","1,981","96,881","26,525",862,"27,387","124,268"
8/9/21,"40,736","18,838","38,758","4,771","103,103","38,779","4,721","43,500","146,603"
8/10/21,"41,081","19,107","39,918","5,460","105,566","41,241","5,580","46,821","152,387"
8/11/21,"41,237","19,867","43,476","5,590","110,170","42,081","5,442","47,523","157,693"
8/12/21,"43,741","20,838","46,451","5,166","116,196","41,336","4,609","45,945","162,141"
8/13/21,"43,163","20,859","44,385","4,623","113,030","42,075","3,916","45,991","159,021"
8/14/21,"38,087","16,624","37,554","1,636","93,901","32,623","1,056","33,679","127,580"
8/15/21,"40,325","16,595","38,277","1,481","96,678","27,731",474,"28,205","124,883"
8/16/21,"41,435","19,282","38,220","3,766","102,703","38,828","3,834","42,662","145,365"
8/17/21,"39,209","18,876","38,027","5,077","101,189","43,067","4,137","47,204","148,393"
8/18/21,"40,062","19,620","38,128","5,204","103,014","41,017","4,284","45,301","148,315"
8/19/21,"43,550","20,540","41,592","4,850","110,532","43,680","4,249","47,929","158,461"
8/20/21,"42,882","20,331","42,322","4,216","109,751","41,743","3,153","44,896","154,647"
8/21/21,"37,741","16,477","35,783","1,466","91,467","32,051",591,"32,642","124,109"
8/22/21,"39,428","14,667","33,726","1,402","89,223","27,872",538,"28,410","117,633"
8/23/21,"40,615","18,192","38,906","4,072","101,785","41,674","3,800","45,474","147,259"
8/24/21,"39,579","19,281","45,790","5,197","109,847","45,896","4,153","50,049","159,896"
8/25/21,"40,477","20,065","47,337","5,037","112,916","47,058","4,184","51,242","164,158"
8/26/21,"43,757","20,702","43,786","4,962","113,207","44,349","4,267","48,616","161,823"
8/27/21,"43,106","19,789","42,466","4,321","109,682","39,198","2,908","42,106","151,788"
8/28/21,"38,224","15,867","39,279","1,518","94,888","32,266",551,"32,817","127,705"
8/29/21,"39,738","15,710","35,191","1,305","91,944","26,375",620,"26,995","118,939"
8/30/21,"39,860","18,567","37,383","3,479","99,289","39,902","3,261","43,163","142,452"
8/31/21,"39,793","18,948","41,482","4,697","104,920","43,663","3,589","47,252","152,172"
9/1/21,"39,412","18,522","38,304","4,765","101,003","38,700","4,234","42,934","143,937"
9/2/21,"43,005","20,757","45,526","4,797","114,085","41,780","4,533","46,313","160,398"
9/3/21,"43,029","20,914","49,268","1,618","114,829","44,374",903,"45,277","160,106"
9/4/21,"37,123","15,910","40,349",887,"94,269","35,079",351,"35,430","129,699"
9/5/21,"36,640","13,964","32,223",747,"83,574","26,789",380,"27,169","110,743"
9/6/21,"38,441","17,573","44,816",788,"101,618","35,531",305,"35,836","137,454"
9/7/21,"36,747","19,118","43,420","5,135","104,420","42,235","4,433","46,668","151,088"
9/8/21,"38,711","19,732","42,776","5,204","106,423","42,260","4,271","46,531","152,954"
9/9/21,"42,615","20,877","44,271","5,164","112,927","42,190","4,269","46,459","159,386"
9/10/21,"42,344","21,419","49,771","5,105","118,639","45,674","4,039","49,713","168,352"
9/11/21,"36,046","16,396","46,376","2,634","101,452","37,999","1,436","39,435","140,887"
9/12/21,"40,242","16,746","40,646","1,866","99,500","28,248",872,"29,120","128,620"
9/13/21,"39,988","18,749","39,340","4,530","102,607","40,302","4,366","44,668","147,275"
9/14/21,"38,100","19,203","42,518","5,215","105,036","43,947","4,972","48,919","153,955"
9/15/21,"39,171","20,376","43,169","4,911","107,627","45,242","4,323","49,565","157,192"
9/16/21,"43,702","21,226","43,262","5,062","113,252","43,507","4,531","48,038","161,290"
9/17/21,"42,983","20,626","42,031","4,121","109,761","39,511","2,909","42,420","152,181"
9/18/21,"36,476","15,034","38,167","1,511","91,188","33,011",833,"33,844","125,032"
9/19/21,"40,956","16,695","41,256","1,232","100,139","28,198",642,"28,840","128,979"
9/20/21,"40,542","18,119","37,906","4,056","100,623","37,595","3,758","41,353","141,976"
9/21/21,"38,866","18,251","39,651","4,590","101,358","40,369","4,255","44,624","145,982"
9/22/21,"39,274","19,759","40,824","4,616","104,473","38,738","4,601","43,339","147,812"
9/23/21,"42,212","21,865","48,326","4,611","117,014","43,864","4,138","48,002","165,016"
9/24/21,"43,364","22,053","51,428","3,660","120,505","44,069","2,872","46,941","167,446"
9/25/21,"36,272","16,434","47,017",918,"100,641","38,804",396,"39,200","139,841"
9/26/21,"40,760","17,332","43,311",988,"102,391","28,360",494,"28,854","131,245"
9/27/21,"40,567","20,114","42,599","4,468","107,748","41,762","4,317","46,079","153,827"
9/28/21,"38,423","19,713","41,453","4,586","104,175","46,661","4,174","50,835","155,010"
9/29/21,"39,354","20,863","49,421","4,068","113,706","52,035","3,323","55,358","169,064"
9/30/21,"43,168","21,730","46,694","4,053","115,645","47,143","3,534","50,677","166,322"
10/1/21,"42,853","20,991","48,562","3,622","116,028","44,402","2,547","46,949","162,977"
10/2/21,"36,202","15,345","38,224","1,586","91,357","33,385",528,"33,913","125,270"
10/3/21,"40,743","16,440","38,395","1,425","97,003","27,662",421,"28,083","125,086"
10/4/21,"40,496","19,257","37,697","4,117","101,567","39,730","3,700","43,430","144,997"
10/5/21,"39,228","18,238","38,078","4,719","100,263","38,959","4,451","43,410","143,673"
10/6/21,"39,787","20,232","41,593","5,034","106,646","44,516","4,080","48,596","155,242"
10/7/21,"43,925","20,759","43,880","4,926","113,490","45,311","4,553","49,864","163,354"
10/8/21,"42,465","19,943","43,591","3,352","109,351","37,893","2,819","40,712","150,063"
10/9/21,"36,290","15,085","38,468",814,"90,657","33,414",316,"33,730","124,387"
10/10/21,"38,303","15,305","36,220",660,"90,488","24,310",379,"24,689","115,177"
10/11/21,"40,323","18,836","37,925",698,"97,782","36,169",232,"36,401","134,183"
10/12/21,"40,198","19,453","38,591","4,626","102,868","38,151","4,011","42,162","145,030"
10/13/21,"40,248","19,663","43,153","5,142","108,206","43,517","3,603","47,120","155,326"
10/14/21,"44,002","21,457","46,272","5,456","117,187","43,114","3,747","46,861","164,048"
10/15/21,"43,502","20,254","46,501","4,747","115,004","39,952","3,287","43,239","158,243"
10/16/21,"37,587","16,240","40,690","2,003","96,520","33,390","1,104","34,494","131,014"
10/17/21,"40,956","16,404","45,347","1,734","104,441","30,061",792,"30,853","135,294"
10/18/21,"41,413","20,180","44,206","4,580","110,379","44,971","4,137","49,108","159,487"
10/19/21,"40,115","20,302","48,636","5,322","114,375","47,774","4,346","52,120","166,495"
10/20/21,"40,922","20,618","49,381","5,194","116,115","49,190","4,583","53,773","169,888"
10/21/21,"42,894","20,765","47,464","5,301","116,424","47,107","4,485","51,592","168,016"
10/22/21,"42,551","20,390","46,701","4,263","113,905","46,058","3,572","49,630","163,535"
10/23/21,"37,343","16,101","38,663","1,378","93,485","37,007",712,"37,719","131,204"
10/24/21,"40,545","16,001","34,245","1,504","92,295","24,158",692,"24,850","117,145"
10/25/21,"40,751","18,072","28,753","4,133","91,709","26,928","3,311","30,239","121,948"
10/26/21,"40,522","18,548","36,247","5,054","100,371","35,836","3,956","39,792","140,163"
10/27/21,"40,693","19,146","41,836","4,796","106,471","39,596","3,929","43,525","149,996"
10/28/21,"43,290","18,568","36,288","4,834","102,980","32,092","3,915","36,007","138,987"
10/29/21,"43,188","19,216","36,287","3,639","102,330","30,951","2,778","33,729","136,059"
10/30/21,"35,514","13,962","34,614",929,"85,019","29,782",284,"30,066","115,085"
10/31/21,"35,542","14,565","37,216",903,"88,226","29,465",313,"29,778","118,004"
11/1/21,"40,019","19,411","42,074","4,773","106,277","43,907","4,676","48,583","154,860"
11/2/21,"39,875","19,279","40,162","5,537","104,853","44,350","5,280","49,630","154,483"
11/3/21,"41,324","20,954","44,844","5,389","112,511","46,404","4,906","51,310","163,821"
11/4/21,"44,721","21,331","44,593","5,749","116,394","47,435","4,787","52,222","168,616"
11/5/21,"44,166","19,815","45,403","5,311","114,695","39,453","3,989","43,442","158,137"
11/6/21,"37,011","15,106","40,461","2,378","94,956","33,550","1,320","34,870","129,826"
11/7/21,"40,503","16,394","44,305","2,235","103,437","31,057",934,"31,991","135,428"
11/8/21,"41,868","19,918","46,461","5,079","113,326","46,474","4,540","51,014","164,340"
11/9/21,"39,792","20,499","45,354","6,006","111,651","49,913","6,236","56,149","167,800"
11/10/21,"40,703","20,031","45,867","5,222","111,823","43,382","4,510","47,892","159,715"
11/11/21,"44,521","19,180","41,790","1,083","106,574","36,334",623,"36,957","143,531"
11/12/21,"43,870","18,313","38,594","2,870","103,647","33,982","2,187","36,169","139,816"
11/13/21,"36,396","14,073","36,627","1,185","88,281","33,552",673,"34,225","122,506"
11/14/21,"40,870","15,606","40,952","1,040","98,468","28,877",396,"29,273","127,741"
11/15/21,"42,010","18,830","39,448","4,641","104,929","39,724","4,465","44,189","149,118"
11/16/21,"39,931","19,415","44,614","5,584","109,544","45,080","5,415","50,495","160,039"
11/17/21,"41,329","19,413","45,677","5,813","112,232","42,168","6,239","48,407","160,639"
11/18/21,"44,949","19,759","40,093","5,179","109,980","39,201","4,666","43,867","153,847"
11/19/21,"44,668","21,322","45,307","4,462","115,759","40,529","3,691","44,220","159,979"
11/20/21,"38,727","16,669","44,072","1,698","101,166","38,016","1,590","39,606","140,772"
11/21/21,"41,387","15,169","34,434","1,395","92,385","27,567",616,"28,183","120,568"
11/22/21,"41,904","18,804","38,156","4,637","103,501","39,255","4,454","43,709","147,210"
11/23/21,"45,260","21,458","46,516","5,208","118,442","41,658","5,417","47,075","165,517"
11/24/21,"46,411","19,368","41,282","2,556","109,617","32,312","2,250","34,562","144,179"
11/25/21,"28,310","7,730","10,952",126,"47,118","7,315",42,"7,357","54,475"
11/26/21,"35,561","14,941","29,204",349,"80,055","24,615",121,"24,736","104,791"
11/27/21,"41,626","16,597","34,779",364,"93,366","26,779",192,"26,971","120,337"
11/28/21,"44,096","17,818","42,104",384,"104,402","27,088",124,"27,212","131,614"
11/29/21,"44,297","20,084","41,206","4,421","110,008","43,039","3,930","46,969","156,977"
11/30/21,"43,463","20,352","43,157","5,363","112,335","47,677","4,914","52,591","164,926"
12/1/21,"42,055","19,895","44,678","5,715","112,343","45,498","5,463","50,961","163,304"
12/2/21,"44,926","20,175","43,695","5,382","114,178","43,750","4,795","48,545","162,723"
12/3/21,"43,984","19,244","41,961","4,804","109,993","39,113","3,607","42,720","152,713"
12/4/21,"36,241","14,774","38,755","2,524","92,294","36,631","1,280","37,911","130,205"
12/5/21,"40,639","14,106","34,069","1,745","90,559","25,543",764,"26,307","116,866"
12/6/21,"41,015","16,305","25,967","3,756","87,043","23,842","3,607","27,449","114,492"
12/7/21,"40,227","18,213","38,363","5,149","101,952","41,793","4,387","46,180","148,132"
12/8/21,"40,979","19,127","38,542","4,892","103,540","40,132","3,895","44,027","147,567"
12/9/21,"44,256","19,680","38,005","5,199","107,140","35,992","4,404","40,396","147,536"
12/10/21,"43,098","18,414","35,864","3,240","100,616","34,846","1,752","36,598","137,214"
12/11/21,"36,133","13,631","28,247","1,072","79,083","25,061",379,"25,440","104,523"
12/12/21,"40,662","14,777","38,206","1,520","95,165","28,378",397,"28,775","123,940"
12/13/21,"41,215","18,058","41,065","4,796","105,134","42,716","3,467","46,183","151,317"
12/14/21,"40,041","17,364","37,203","5,450","100,058","33,559","4,090","37,649","137,707"
12/15/21,"40,500","16,821","34,963","4,621","96,905","30,038","3,504","33,542","130,447"
12/16/21,"45,057","19,034","38,197","4,854","107,142","35,899","3,546","39,445","146,587"
12/17/21,"45,389","19,831","43,455","3,253","111,928","35,849","1,874","37,723","149,651"
12/18/21,"40,173","14,543","27,339",814,"82,869","24,122",299,"24,421","107,290"
12/19/21,"41,855","13,990","31,603",955,"88,403","26,118",354,"26,472","114,875"
12/20/21,"42,924","17,131","37,700","3,058","100,813","35,286","2,158","37,444","138,257"
12/21/21,"44,487","16,999","34,477","4,121","100,084","32,702","3,598","36,300","136,384"
12/22/21,"44,990","18,577","37,447","3,239","104,253","33,455","2,551","36,006","140,259"
12/23/21,"45,610","17,440","33,666",861,"97,577","27,592",620,"28,212","125,789"
12/24/21,"36,158","11,676","14,304",203,"62,341","10,484",19,"10,503","72,844"
12/25/21,"30,626","9,193","6,891",74,"46,784","2,330",11,"2,341","49,125"
12/26/21,"37,113","13,960","28,477",190,"79,740","14,785",69,"14,854","94,594"
12/27/21,"38,698","16,425","28,160","1,060","84,343","19,838",634,"20,472","104,815"
12/28/21,"41,131","15,860","27,257","1,840","86,088","23,345","1,240","24,585","110,673"
12/29/21,"41,899","15,949","25,149","1,608","84,605","20,718",972,"21,690","106,295"
12/30/21,"41,823","15,733","24,014",860,"82,430","17,829",392,"18,221","100,651"
12/31/21,"34,729","12,522","19,556",251,"67,058","15,215",86,"15,301","82,359"
1/1/22,"30,304","10,310","15,291",143,"56,048","6,320",18,"6,338","62,386"
1/2/22,"37,245","13,835","26,829",254,"78,163","13,706",17,"13,723","91,886"
1/3/22,"37,348","15,548","32,574",939,"86,409","28,232",537,"28,769","115,178"
1/4/22,"38,309","16,581","36,079","3,005","93,974","32,301","2,611","34,912","128,886"
1/5/22,"37,553","15,369","28,751","4,168","85,841","28,915","3,521","32,436","118,277"
1/6/22,"38,510","15,794","31,178","4,432","89,914","28,231","3,590","31,821","121,735"
1/7/22,"37,602","15,143","29,586","4,313","86,644","28,477","3,453","31,930","118,574"
1/8/22,"33,550","12,245","32,190","2,131","80,116","28,414","1,804","30,218","110,334"
1/9/22,"37,939","12,895","27,099","1,449","79,382","18,945",639,"19,584","98,966"
1/10/22,"38,479","15,241","32,772","4,109","90,601","30,947","3,532","34,479","125,080"
1/11/22,"37,693","16,077","37,160","5,456","96,386","35,790","4,560","40,350","136,736"
1/12/22,"38,848","16,960","42,822","5,507","104,137","44,930","4,826","49,756","153,893"
1/13/22,"41,570","17,770","43,676","5,209","108,225","44,087","4,225","48,312","156,537"
1/14/22,"41,664","17,065","37,812","3,333","99,874","34,354","2,978","37,332","137,206"
1/15/22,"33,639","12,747","28,836",631,"75,853","27,951",282,"28,233","104,086"
1/16/22,"31,698","10,494","27,318",586,"70,096","23,875",244,"24,119","94,215"
1/17/22,"37,617","14,716","31,980",774,"85,087","30,409",394,"30,803","115,890"
1/18/22,"38,624","16,423","37,001","5,043","97,091","37,592","4,737","42,329","139,420"
1/19/22,"38,852","17,031","34,888","4,934","95,705","34,763","3,741","38,504","134,209"
1/20/22,"41,933","17,813","32,715","3,910","96,371","32,453","3,706","36,159","132,530"
1/21/22,"41,506","16,703","36,821","4,018","99,048","39,130","3,503","42,633","141,681"
1/22/22,"33,821","12,142","31,462","1,695","79,120","30,144",979,"31,123","110,243"
1/23/22,"38,723","13,266","36,029","1,564","89,582","28,759",909,"29,668","119,250"
1/24/22,"39,338","15,842","36,621","4,362","96,163","38,143","3,928","42,071","138,234"
1/25/22,"38,515","16,615","35,149","4,753","95,032","38,967","3,914","42,881","137,913"
1/26/22,"39,388","17,120","40,138","5,478","102,124","39,998","4,706","44,704","146,828"
1/27/22,"42,721","18,067","42,066","5,445","108,299","41,072","4,143","45,215","153,514"
1/28/22,"40,400","16,951","35,848","4,471","97,670","33,729","3,811","37,540","135,210"
1/29/22,"28,164","12,678","33,936","1,376","76,154","30,886",662,"31,548","107,702"
1/30/22,"36,571","14,178","39,761","1,337","91,847","33,387",576,"33,963","125,810"
1/31/22,"39,305","17,922","40,625","4,434","102,286","44,012","3,490","47,502","149,788"
2/1/22,"38,420","17,205","36,794","5,483","97,902","40,535","4,666","45,201","143,103"
